document,table_index,section,table_line,row,column,reported,source,selector,source_row,source_fields,source_values,expected,status
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,6,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:44,43,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,7,关联准确度,98.9%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:59,58,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9894736842105264""}",98.9%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,7,关联覆盖度,95.2%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:59,58,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.9525""}",95.2%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,7,处理耗时P95,2.968秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:59,58,"[""runtime_s_p95""]","{""runtime_s_p95"": ""2.967748890511575""}",2.968秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,7,达到80%的批数,10/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:59,58,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""10"", ""seed_count"": ""10""}",10/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,8,关联准确度,90.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:60,59,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9""}",90.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,8,关联覆盖度,6.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:60,59,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.06""}",6.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,8,处理耗时P95,0.620秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:60,59,"[""runtime_s_p95""]","{""runtime_s_p95"": ""0.6196534607057401""}",0.620秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,8,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:60,59,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,9,关联准确度,96.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:75,74,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9650538452288737""}",96.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,9,关联覆盖度,92.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:75,74,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.925""}",92.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,9,处理耗时P95,6.541秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:75,74,"[""runtime_s_p95""]","{""runtime_s_p95"": ""6.541058295803668""}",6.541秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,9,达到80%的批数,10/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:75,74,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""10"", ""seed_count"": ""10""}",10/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,10,关联准确度,96.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:76,75,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.96""}",96.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,10,关联覆盖度,5.8%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:76,75,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.058333333333333334""}",5.8%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,10,处理耗时P95,1.288秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:76,75,"[""runtime_s_p95""]","{""runtime_s_p95"": ""1.2876419114953024""}",1.288秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,10,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:76,75,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,11,关联准确度,99.7%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:91,90,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9966101694915255""}",99.7%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,11,关联覆盖度,96.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:91,90,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.9649999999999999""}",96.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,11,处理耗时P95,10.179秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:91,90,"[""runtime_s_p95""]","{""runtime_s_p95"": ""10.179103534555178""}",10.179秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,11,达到80%的批数,10/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:91,90,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""10"", ""seed_count"": ""10""}",10/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,12,关联准确度,96.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:92,91,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.96""}",96.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,12,关联覆盖度,6.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:92,91,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.06""}",6.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,12,处理耗时P95,2.099秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:92,91,"[""runtime_s_p95""]","{""runtime_s_p95"": ""2.0994601959959254""}",2.099秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,6,3.2 有卫星、正常姿态和轻干扰,140,12,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:92,91,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,1,关联准确度,93.6%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:7,6,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9355452356381149""}",93.6%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,1,关联覆盖度,86.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:7,6,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.8600000000000001""}",86.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,1,处理耗时P95,0.751秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:7,6,"[""runtime_s_p95""]","{""runtime_s_p95"": ""0.7509740737019456""}",0.751秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,1,达到80%的批数,9/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:7,6,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""9"", ""seed_count"": ""10""}",9/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,2,关联准确度,10.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:8,7,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.1""}",10.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,2,关联覆盖度,0.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:8,7,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.005""}",0.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,2,处理耗时P95,0.194秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:8,7,"[""runtime_s_p95""]","{""runtime_s_p95"": ""0.19444396394756036""}",0.194秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,2,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:8,7,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,3,关联准确度,98.9%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:23,22,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9894736842105264""}",98.9%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,3,关联覆盖度,93.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:23,22,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.9349999999999999""}",93.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,3,处理耗时P95,0.739秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:23,22,"[""runtime_s_p95""]","{""runtime_s_p95"": ""0.7386078869043559""}",0.739秒,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,7,3.3 无卫星、强降级姿态和轻干扰,165,3,达到80%的批数,10/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:23,22,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""10"", ""seed_count"": ""10""}",10/10,match
