detection_uid,camera_id,frame_index,measurement_timestamp,truth_id,raw_detection_name,truth_assignment_pixel_error,relative_pose,box3d,offline_truth_only
Optical_B-F00673-D003,Optical_B,673,6.73,TRUTH-040,MSM_DualOptical_Target_040,1.2746335168765488,"{""orientation_xyzw"": [-0.0, 0.0, 0.9662477374076843, 0.2576146125793457], ""position"": [1491.7218017578125, -976.292236328125, 107.61656188964844]}","{""max"": [1492.3818359375, -974.6613159179688, 107.35846710205078], ""min"": [1491.0618896484375, -977.923095703125, 108.02582550048828]}",True
Optical_A-F00674-D000,Optical_A,674,6.74,TRUTH-005,MSM_DualOptical_Target_005,1.36344250586289,"{""orientation_xyzw"": [0.0, -0.0, -0.9530397057533264, 0.3028455376625061], ""position"": [1395.187255859375, 1016.892578125, 108.45497131347656]}","{""max"": [1396.873291015625, 1017.396240234375, 108.19686889648438], ""min"": [1393.5015869140625, 1016.3889770507812, 108.8642349243164]}",True
Optical_A-F00674-D001,Optical_A,674,6.74,TRUTH-007,MSM_DualOptical_Target_007,1.1852017007962237,"{""orientation_xyzw"": [0.0, -0.0, -0.9530397057533264, 0.3028455376625061], ""position"": [1588.6199951171875, 976.9221801757812, 99.29666137695312]}","{""max"": [1590.305908203125, 977.4259033203125, 99.03855895996094], ""min"": [1586.934326171875, 976.4185791015625, 99.70592498779297]}",True
Optical_A-F00674-D002,Optical_A,674,6.74,TRUTH-010,MSM_DualOptical_Target_010,1.2176835995737965,"{""orientation_xyzw"": [0.0, -0.0, -0.9824944734573364, 0.18629151582717896], ""position"": [1545.732177734375, 1010.7658081054688, 86.68112182617188]}","{""max"": [1547.417724609375, 1011.26953125, 86.42302703857422], ""min"": [1544.0462646484375, 1010.2621459960938, 87.09038543701172]}",True
Optical_A-F00674-D003,Optical_A,674,6.74,TRUTH-021,MSM_DualOptical_Target_021,0.8362645538497925,"{""orientation_xyzw"": [0.0, -0.0, -0.9530397057533264, 0.3028455376625061], ""position"": [2254.587158203125, 960.1159057617188, 90.01475524902344]}","{""max"": [2256.27294921875, 960.6195678710938, 89.75666046142578], ""min"": [2252.901611328125, 959.6121826171875, 90.42401885986328]}",True
Optical_A-F00674-D004,Optical_A,674,6.74,TRUTH-029,MSM_DualOptical_Target_029,0.7549367145698728,"{""orientation_xyzw"": [0.0, -0.0, -0.9530397057533264, 0.3028455376625061], ""position"": [2498.359619140625, 1013.6489868164062, 97.28807067871094]}","{""max"": [2500.045166015625, 1014.1527099609375, 97.02997589111328], ""min"": [2496.674072265625, 1013.145263671875, 97.69734191894531]}",True
Optical_B-F00674-D000,Optical_B,674,6.74,TRUTH-021,MSM_DualOptical_Target_021,0.8487494983880475,"{""orientation_xyzw"": [-0.0, 0.0, 0.9878612160682678, 0.15533864498138428], ""position"": [2222.45654296875, -1036.328857421875, 90.01475524902344]}","{""max"": [2223.065185546875, -1034.6781005859375, 89.75666046142578], ""min"": [2221.84814453125, -1037.979736328125, 90.42401885986328]}",True
Optical_B-F00674-D001,Optical_B,674,6.74,TRUTH-022,MSM_DualOptical_Target_022,0.798873562973852,"{""orientation_xyzw"": [-0.0, 0.0, 0.9620820879936218, 0.27276015281677246], ""position"": [2376.62158203125, -982.8401489257812, 117.06352996826172]}","{""max"": [2377.22998046875, -981.1892700195312, 116.80543518066406], ""min"": [2376.012939453125, -984.4909057617188, 117.4728012084961]}",True
Optical_B-F00674-D002,Optical_B,674,6.74,TRUTH-024,MSM_DualOptical_Target_024,0.8176479274799012,"{""orientation_xyzw"": [-0.0, 0.0, 0.9620820879936218, 0.27276015281677246], ""position"": [2307.3759765625, -962.8360595703125, 82.39603424072266]}","{""max"": [2307.984375, -961.185302734375, 82.137939453125], ""min"": [2306.767578125, -964.4869995117188, 82.8052978515625]}",True
Optical_B-F00674-D003,Optical_B,674,6.74,TRUTH-027,MSM_DualOptical_Target_027,0.9708049231099466,"{""orientation_xyzw"": [-0.0, 0.0, 0.9878612160682678, 0.15533864498138428], ""position"": [1941.8665771484375, -1007.2973022460938, 95.71681213378906]}","{""max"": [1942.474853515625, -1005.646484375, 95.4587173461914], ""min"": [1941.2579345703125, -1008.9481811523438, 96.12608337402344]}",True
Optical_B-F00674-D004,Optical_B,674,6.74,TRUTH-028,MSM_DualOptical_Target_028,0.9586281446274344,"{""orientation_xyzw"": [-0.0, 0.0, 0.9620820879936218, 0.27276015281677246], ""position"": [1981.8260498046875, -1030.057861328125, 108.63809204101562]}","{""max"": [1982.4344482421875, -1028.4071044921875, 108.37999725341797], ""min"": [1981.2176513671875, -1031.7088623046875, 109.04736328125]}",True
Optical_A-F00675-D000,Optical_A,675,6.75,TRUTH-004,MSM_DualOptical_Target_004,1.3766348662509218,"{""orientation_xyzw"": [0.0, -0.0, -0.9852994084358215, 0.17083603143692017], ""position"": [1382.1981201171875, 977.9110717773438, 117.44207000732422]}","{""max"": [1383.8673095703125, 978.4674072265625, 117.18397521972656], ""min"": [1380.5289306640625, 977.3546752929688, 117.85133361816406]}",True
Optical_A-F00675-D001,Optical_A,675,6.75,TRUTH-007,MSM_DualOptical_Target_007,1.1859711652838951,"{""orientation_xyzw"": [0.0, -0.0, -0.957679033279419, 0.2878382205963135], ""position"": [1588.1439208984375, 1027.109619140625, 99.29666137695312]}","{""max"": [1589.81298828125, 1027.6661376953125, 99.03855895996094], ""min"": [1586.474609375, 1026.55322265625, 99.70592498779297]}",True
Optical_A-F00675-D002,Optical_A,675,6.75,TRUTH-016,MSM_DualOptical_Target_016,0.9327515238242227,"{""orientation_xyzw"": [0.0, -0.0, -0.9852994084358215, 0.17083603143692017], ""position"": [2021.3857421875, 988.3743286132812, 84.62782287597656]}","{""max"": [2023.054931640625, 988.9307861328125, 84.3697280883789], ""min"": [2019.7166748046875, 987.81787109375, 85.0370864868164]}",True
Optical_A-F00675-D003,Optical_A,675,6.75,TRUTH-017,MSM_DualOptical_Target_017,0.8807099932312672,"{""orientation_xyzw"": [0.0, -0.0, -0.957679033279419, 0.2878382205963135], ""position"": [2156.528076171875, 956.1123046875, 100.74977111816406]}","{""max"": [2158.197021484375, 956.6686401367188, 100.4916763305664], ""min"": [2154.859130859375, 955.555908203125, 101.15904235839844]}",True
Optical_A-F00675-D004,Optical_A,675,6.75,TRUTH-019,MSM_DualOptical_Target_019,0.834125910574296,"{""orientation_xyzw"": [0.0, -0.0, -0.957679033279419, 0.2878382205963135], ""position"": [2261.54443359375, 984.7479248046875, 92.07914733886719]}","{""max"": [2263.21337890625, 985.3042602539062, 91.82105255126953], ""min"": [2259.875, 984.1915283203125, 92.48841857910156]}",True
Optical_A-F00675-D005,Optical_A,675,6.75,TRUTH-021,MSM_DualOptical_Target_021,0.8367813262013097,"{""orientation_xyzw"": [0.0, -0.0, -0.957679033279419, 0.2878382205963135], ""position"": [2254.310302734375, 1031.23046875, 90.01475524902344]}","{""max"": [2255.9794921875, 1031.786865234375, 89.75666046142578], ""min"": [2252.64111328125, 1030.6739501953125, 90.42401885986328]}",True
Optical_A-F00675-D006,Optical_A,675,6.75,TRUTH-022,MSM_DualOptical_Target_022,0.7937546089881544,"{""orientation_xyzw"": [0.0, -0.0, -0.9852994084358215, 0.17083603143692017], ""position"": [2392.345458984375, 944.179443359375, 117.06352996826172]}","{""max"": [2394.0146484375, 944.7357788085938, 116.80543518066406], ""min"": [2390.676513671875, 943.623046875, 117.4728012084961]}",True
Optical_A-F00675-D007,Optical_A,675,6.75,TRUTH-024,MSM_DualOptical_Target_024,0.7978722660140185,"{""orientation_xyzw"": [0.0, -0.0, -0.9852994084358215, 0.17083603143692017], ""position"": [2364.697021484375, 1010.7424926757812, 82.39603424072266]}","{""max"": [2366.3662109375, 1011.298828125, 82.137939453125], ""min"": [2363.028076171875, 1010.1859741210938, 82.8052978515625]}",True
Optical_B-F00675-D000,Optical_B,675,6.75,TRUTH-019,MSM_DualOptical_Target_019,0.8335295549465056,"{""orientation_xyzw"": [-0.0, 0.0, 0.9852994084358215, 0.17083603143692017], ""position"": [2263.556640625, -988.7728881835938, 92.07914733886719]}","{""max"": [2264.113037109375, -987.1036987304688, 91.82105255126953], ""min"": [2263.00048828125, -990.4420776367188, 92.48841857910156]}",True
Optical_B-F00675-D001,Optical_B,675,6.75,TRUTH-021,MSM_DualOptical_Target_021,0.8489796119948914,"{""orientation_xyzw"": [-0.0, 0.0, 0.9852994084358215, 0.17083603143692017], ""position"": [2222.0302734375, -966.6705322265625, 90.01475524902344]}","{""max"": [2222.5869140625, -965.0014038085938, 89.75666046142578], ""min"": [2221.47412109375, -968.3396606445312, 90.42401885986328]}",True
Optical_B-F00675-D002,Optical_B,675,6.75,TRUTH-028,MSM_DualOptical_Target_028,0.9589508513604275,"{""orientation_xyzw"": [-0.0, 0.0, 0.957679033279419, 0.2878381609916687], ""position"": [1981.375244140625, -968.068359375, 108.63809204101562]}","{""max"": [1981.9315185546875, -966.399169921875, 108.37999725341797], ""min"": [1980.81884765625, -969.7374267578125, 109.04736328125]}",True
Optical_A-F00676-D000,Optical_A,676,6.76,TRUTH-004,MSM_DualOptical_Target_004,1.3771976013153862,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [1381.73388671875, 1021.4913940429688, 117.44207000732422]}","{""max"": [1383.384765625, 1022.0999145507812, 117.18397521972656], ""min"": [1380.0831298828125, 1020.8828125, 117.85133361816406]}",True
Optical_A-F00676-D001,Optical_A,676,6.76,TRUTH-008,MSM_DualOptical_Target_008,1.1288477388829754,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [1669.1278076171875, 998.4453735351562, 94.85935974121094]}","{""max"": [1670.778564453125, 999.0538940429688, 94.60126495361328], ""min"": [1667.47705078125, 997.8367919921875, 95.26863098144531]}",True
Optical_A-F00676-D002,Optical_A,676,6.76,TRUTH-016,MSM_DualOptical_Target_016,12.552368292230884,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [2020.2777099609375, 1052.02685546875, 84.62782287597656]}","{""max"": [2021.9285888671875, 1052.635498046875, 84.3697280883789], ""min"": [2018.626953125, 1051.418212890625, 85.0370864868164]}",True
Optical_A-F00676-D003,Optical_A,676,6.76,TRUTH-017,MSM_DualOptical_Target_017,0.8808346025024743,"{""orientation_xyzw"": [0.0, -0.0, -0.9620820879936218, 0.2727598547935486], ""position"": [2156.416748046875, 1024.1346435546875, 100.74977111816406]}","{""max"": [2158.067626953125, 1024.7431640625, 100.4916763305664], ""min"": [2154.76611328125, 1023.5260620117188, 101.15904235839844]}",True
Optical_A-F00676-D004,Optical_A,676,6.76,TRUTH-019,MSM_DualOptical_Target_019,0.8347072202361838,"{""orientation_xyzw"": [0.0, -0.0, -0.9620820879936218, 0.2727598547935486], ""position"": [2260.48193359375, 1056.0546875, 92.07914733886719]}","{""max"": [2262.132568359375, 1056.663330078125, 91.82105255126953], ""min"": [2258.8310546875, 1055.4461669921875, 92.48841857910156]}",True
Optical_A-F00676-D005,Optical_A,676,6.76,TRUTH-022,MSM_DualOptical_Target_022,0.7938190780066815,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [2392.442626953125, 1019.505859375, 117.06352996826172]}","{""max"": [2394.093505859375, 1020.1144409179688, 116.80543518066406], ""min"": [2390.791748046875, 1018.8973388671875, 117.4728012084961]}",True
Optical_B-F00676-D000,Optical_B,676,6.76,TRUTH-014,MSM_DualOptical_Target_014,0.8008036621739054,"{""orientation_xyzw"": [-0.0, 0.0, 0.9530397057533264, 0.302845299243927], ""position"": [2365.61083984375, -1053.9931640625, 100.05168914794922]}","{""max"": [2366.1142578125, -1052.307373046875, 99.79359436035156], ""min"": [2365.10693359375, -1055.6788330078125, 100.46095275878906]}",True
Optical_B-F00676-D001,Optical_B,676,6.76,TRUTH-026,MSM_DualOptical_Target_026,1.0698683633703683,"{""orientation_xyzw"": [-0.0, 0.0, 0.9530397057533264, 0.302845299243927], ""position"": [1775.9744873046875, -1041.4527587890625, 111.35553741455078]}","{""max"": [1776.4779052734375, -1039.7669677734375, 111.09744262695312], ""min"": [1775.470703125, -1043.1385498046875, 111.76480102539062]}",True
Optical_B-F00676-D002,Optical_B,676,6.76,TRUTH-030,MSM_DualOptical_Target_030,1.135772636043699,"{""orientation_xyzw"": [-0.0, 0.0, 0.9530397057533264, 0.302845299243927], ""position"": [1673.5533447265625, -1021.8251342773438, 115.85449981689453]}","{""max"": [1674.0570068359375, -1020.1392822265625, 115.59640502929688], ""min"": [1673.0498046875, -1023.5109252929688, 116.26376342773438]}",True
Optical_A-F00677-D000,Optical_A,677,6.7700000000000005,TRUTH-001,MSM_DualOptical_Target_001,1.2182469603728283,"{""orientation_xyzw"": [0.0, -0.0, -0.9662477374076843, 0.2576146125793457], ""position"": [1546.00732421875, 972.667236328125, 96.26068878173828]}","{""max"": [1547.6383056640625, 973.3273315429688, 96.00259399414062], ""min"": [1544.3765869140625, 972.007080078125, 96.66996002197266]}",True
Optical_A-F00677-D001,Optical_A,677,6.7700000000000005,TRUTH-011,MSM_DualOptical_Target_011,0.9022402457770184,"{""orientation_xyzw"": [0.0, -0.0, -0.9662477374076843, 0.2576146125793457], ""position"": [2090.177978515625, 1010.0626220703125, 91.16973114013672]}","{""max"": [2091.808837890625, 1010.7228393554688, 90.91163635253906], ""min"": [2088.547119140625, 1009.4025268554688, 91.5790023803711]}",True
Optical_B-F00677-D000,Optical_B,677,6.7700000000000005,TRUTH-009,MSM_DualOptical_Target_009,0.780164857375666,"{""orientation_xyzw"": [-0.0, 0.0, 0.9794470071792603, 0.20170128345489502], ""position"": [2432.0908203125, -1040.0970458984375, 102.79280090332031]}","{""max"": [2432.541259765625, -1038.3961181640625, 102.53470611572266], ""min"": [2431.64013671875, -1041.7977294921875, 103.20206451416016]}",True
Optical_B-F00677-D001,Optical_B,677,6.7700000000000005,TRUTH-011,MSM_DualOptical_Target_011,0.8373261085455794,"{""orientation_xyzw"": [-0.0, 0.0, 0.9794470071792603, 0.20170128345489502], ""position"": [2251.04296875, -1050.98291015625, 91.16973114013672]}","{""max"": [2251.49365234375, -1049.2821044921875, 90.91163635253906], ""min"": [2250.592529296875, -1052.6837158203125, 91.5790023803711]}",True
Optical_B-F00677-D002,Optical_B,677,6.7700000000000005,TRUTH-014,MSM_DualOptical_Target_014,0.8005831408602239,"{""orientation_xyzw"": [-0.0, 0.0, 0.9481651782989502, 0.31777799129486084], ""position"": [2365.740478515625, -979.9602661132812, 100.05168914794922]}","{""max"": [2366.19091796875, -978.259521484375, 99.79359436035156], ""min"": [2365.2900390625, -981.6610107421875, 100.46095275878906]}",True
Optical_B-F00677-D003,Optical_B,677,6.7700000000000005,TRUTH-016,MSM_DualOptical_Target_016,0.8877561118455183,"{""orientation_xyzw"": [-0.0, 0.0, 0.9481651782989502, 0.31777799129486084], ""position"": [2122.807861328125, -1046.0714111328125, 84.62782287597656]}","{""max"": [2123.258056640625, -1044.37060546875, 84.3697280883789], ""min"": [2122.357177734375, -1047.772216796875, 85.0370864868164]}",True
Optical_B-F00677-D004,Optical_B,677,6.7700000000000005,TRUTH-017,MSM_DualOptical_Target_017,0.8534686416033372,"{""orientation_xyzw"": [-0.0, 0.0, 0.9794470071792603, 0.20170128345489502], ""position"": [2223.79833984375, -950.5704345703125, 100.74977111816406]}","{""max"": [2224.248779296875, -948.8696899414062, 100.4916763305664], ""min"": [2223.34765625, -952.2711791992188, 101.15904235839844]}",True
Optical_B-F00677-D005,Optical_B,677,6.7700000000000005,TRUTH-023,MSM_DualOptical_Target_023,1.0273944288334875,"{""orientation_xyzw"": [-0.0, 0.0, 0.9794470071792603, 0.20170128345489502], ""position"": [1848.44921875, -1004.0112915039062, 104.60172271728516]}","{""max"": [1848.899658203125, -1002.3104248046875, 104.3436279296875], ""min"": [1847.9986572265625, -1005.7120361328125, 105.01099395751953]}",True
Optical_B-F00677-D006,Optical_B,677,6.7700000000000005,TRUTH-026,MSM_DualOptical_Target_026,1.0696934443737236,"{""orientation_xyzw"": [-0.0, 0.0, 0.9481651782989502, 0.31777799129486084], ""position"": [1776.0010986328125, -985.9476318359375, 111.35553741455078]}","{""max"": [1776.4515380859375, -984.2469482421875, 111.09744262695312], ""min"": [1775.550537109375, -987.6484375, 111.76480102539062]}",True
Optical_B-F00677-D007,Optical_B,677,6.7700000000000005,TRUTH-030,MSM_DualOptical_Target_030,1.1359971103919217,"{""orientation_xyzw"": [-0.0, 0.0, 0.9481651782989502, 0.31777799129486084], ""position"": [1673.0140380859375, -969.5467529296875, 115.85449981689453]}","{""max"": [1673.4644775390625, -967.8458862304688, 115.59640502929688], ""min"": [1672.5635986328125, -971.2474975585938, 116.26376342773438]}",True
Optical_A-F00678-D000,Optical_A,678,6.78,TRUTH-001,MSM_DualOptical_Target_001,1.2182630595239448,"{""orientation_xyzw"": [0.0, -0.0, -0.9701749682426453, 0.2424057126045227], ""position"": [1545.6617431640625, 1021.4767456054688, 96.26068878173828]}","{""max"": [1547.2711181640625, 1022.1878051757812, 96.00259399414062], ""min"": [1544.0523681640625, 1020.7657470703125, 96.66996002197266]}",True
Optical_A-F00678-D001,Optical_A,678,6.78,TRUTH-002,MSM_DualOptical_Target_002,1.1864851285324893,"{""orientation_xyzw"": [0.0, -0.0, -0.9922531247138977, 0.12423288822174072], ""position"": [1587.3974609375, 978.337890625, 98.36015319824219]}","{""max"": [1589.0068359375, 979.0488891601562, 98.10205841064453], ""min"": [1585.7882080078125, 977.6268310546875, 98.76942443847656]}",True
Optical_B-F00678-D000,Optical_B,678,6.78,TRUTH-009,MSM_DualOptical_Target_009,0.7805242325570914,"{""orientation_xyzw"": [-0.0, 0.0, 0.9761580228805542, 0.2170611023902893], ""position"": [2431.697265625, -963.8943481445312, 102.79280090332031]}","{""max"": [2432.093994140625, -962.1802978515625, 102.53470611572266], ""min"": [2431.300537109375, -965.6083984375, 103.20206451416016]}",True
Optical_B-F00678-D001,Optical_B,678,6.78,TRUTH-011,MSM_DualOptical_Target_011,0.8375113170115414,"{""orientation_xyzw"": [-0.0, 0.0, 0.9761580228805542, 0.2170611023902893], ""position"": [2251.080810546875, -980.4617919921875, 91.16973114013672]}","{""max"": [2251.4775390625, -978.7476196289062, 90.91163635253906], ""min"": [2250.68408203125, -982.1758422851562, 91.5790023803711]}",True
Optical_B-F00678-D002,Optical_B,678,6.78,TRUTH-016,MSM_DualOptical_Target_016,0.8879528039775039,"{""orientation_xyzw"": [-0.0, 0.0, 0.9430566430091858, 0.3326321244239807], ""position"": [2122.818115234375, -979.6824951171875, 84.62782287597656]}","{""max"": [2123.21484375, -977.9684448242188, 84.3697280883789], ""min"": [2122.42138671875, -981.3965454101562, 85.0370864868164]}",True
Optical_A-F00679-D000,Optical_A,679,6.79,TRUTH-002,MSM_DualOptical_Target_002,1.1867889030537708,"{""orientation_xyzw"": [0.0, -0.0, -0.9940820336341858, 0.10863232612609863], ""position"": [1586.8065185546875, 1028.317138671875, 98.36015319824219]}","{""max"": [1588.392578125, 1029.078369140625, 98.10205841064453], ""min"": [1585.2203369140625, 1027.5560302734375, 98.76942443847656]}",True
Optical_A-F00679-D001,Optical_A,679,6.79,TRUTH-003,MSM_DualOptical_Target_003,0.9086050365093189,"{""orientation_xyzw"": [0.0, -0.0, -0.9738627672195435, 0.22713714838027954], ""position"": [2074.509765625, 951.3419799804688, 86.35377502441406]}","{""max"": [2076.095947265625, 952.1032104492188, 86.0956802368164], ""min"": [2072.923583984375, 950.5807495117188, 86.76304626464844]}",True
Optical_A-F00679-D002,Optical_A,679,6.79,TRUTH-006,MSM_DualOptical_Target_006,0.9419382941112399,"{""orientation_xyzw"": [0.0, -0.0, -0.9940820336341858, 0.10863232612609863], ""position"": [2000.8048095703125, 985.9283447265625, 87.8065185546875]}","{""max"": [2002.390869140625, 986.6895751953125, 87.54842376708984], ""min"": [1999.2183837890625, 985.1671752929688, 88.21578979492188]}",True
Optical_A-F00679-D003,Optical_A,679,6.79,TRUTH-009,MSM_DualOptical_Target_009,0.8585062532351605,"{""orientation_xyzw"": [0.0, -0.0, -0.9738627672195435, 0.22713714838027954], ""position"": [2210.315185546875, 1011.0610961914062, 102.79280090332031]}","{""max"": [2211.9013671875, 1011.822265625, 102.53470611572266], ""min"": [2208.72900390625, 1010.2998046875, 103.20206451416016]}",True
Optical_B-F00679-D000,Optical_B,679,6.79,TRUTH-003,MSM_DualOptical_Target_003,0.7872637210209655,"{""orientation_xyzw"": [-0.0, 0.0, 0.9726281762123108, 0.23236709833145142], ""position"": [2395.209716796875, -1032.2330322265625, 86.35377502441406]}","{""max"": [2395.55224609375, -1030.5074462890625, 86.0956802368164], ""min"": [2394.86669921875, -1033.958740234375, 86.76304626464844]}",True
Optical_B-F00679-D001,Optical_B,679,6.79,TRUTH-018,MSM_DualOptical_Target_018,0.9950423395825206,"{""orientation_xyzw"": [-0.0, 0.0, 0.9377155303955078, 0.3474040627479553], ""position"": [1893.1513671875, -1009.7268676757812, 89.94412231445312]}","{""max"": [1893.4940185546875, -1008.001220703125, 89.68601989746094], ""min"": [1892.80859375, -1011.4524536132812, 90.35338592529297]}",True
Optical_B-F00679-D002,Optical_B,679,6.79,TRUTH-025,MSM_DualOptical_Target_025,1.233096719121984,"{""orientation_xyzw"": [-0.0, 0.0, 0.9726281762123108, 0.23236709833145142], ""position"": [1541.8790283203125, -1018.4895629882812, 114.139892578125]}","{""max"": [1542.2218017578125, -1016.7637939453125, 113.88179779052734], ""min"": [1541.536376953125, -1020.2152709960938, 114.54915618896484]}",True
Optical_B-F00679-D003,Optical_B,679,6.79,TRUTH-032,MSM_DualOptical_Target_032,1.375961321012188,"{""orientation_xyzw"": [-0.0, 0.0, 0.9377155303955078, 0.3474040627479553], ""position"": [1367.1063232421875, -999.5751342773438, 97.05152893066406]}","{""max"": [1367.4493408203125, -997.849365234375, 96.7934341430664], ""min"": [1366.7635498046875, -1001.30078125, 97.46080017089844]}",True
Optical_A-F00680-D000,Optical_A,680,6.8,TRUTH-003,MSM_DualOptical_Target_003,0.9086647703870561,"{""orientation_xyzw"": [0.0, -0.0, -0.977310299873352, 0.21181261539459229], ""position"": [2074.5595703125, 1016.7341918945312, 86.35377502441406]}","{""max"": [2076.12109375, 1017.5447998046875, 86.0956802368164], ""min"": [2072.998046875, 1015.923583984375, 86.76304626464844]}",True
Optical_A-F00680-D001,Optical_A,680,6.8,TRUTH-006,MSM_DualOptical_Target_006,0.9424810113137181,"{""orientation_xyzw"": [0.0, -0.0, -0.9956656694412231, 0.09300464391708374], ""position"": [1999.76806640625, 1048.8740234375, 87.8065185546875]}","{""max"": [2001.32958984375, 1049.6846923828125, 87.54842376708984], ""min"": [1998.20654296875, 1048.0633544921875, 88.21578979492188]}",True
Optical_B-F00680-D000,Optical_B,680,6.8,TRUTH-003,MSM_DualOptical_Target_003,0.787336096586552,"{""orientation_xyzw"": [-0.0, 0.0, 0.9688583016395569, 0.24761557579040527], ""position"": [2394.601318359375, -957.2221069335938, 86.35377502441406]}","{""max"": [2394.889892578125, -955.4866333007812, 86.0956802368164], ""min"": [2394.31298828125, -958.9577026367188, 86.76304626464844]}",True
Optical_B-F00680-D001,Optical_B,680,6.8,TRUTH-006,MSM_DualOptical_Target_006,0.8111211062652336,"{""orientation_xyzw"": [-0.0, 0.0, 0.9321430921554565, 0.36209017038345337], ""position"": [2324.0146484375, -997.771484375, 87.8065185546875]}","{""max"": [2324.30322265625, -996.0357666015625, 87.54842376708984], ""min"": [2323.726318359375, -999.507080078125, 88.21578979492188]}",True
Optical_B-F00680-D002,Optical_B,680,6.8,TRUTH-018,MSM_DualOptical_Target_018,18.15579311966901,"{""orientation_xyzw"": [-0.0, 0.0, 0.9321430921554565, 0.36209017038345337], ""position"": [1892.1536865234375, -950.5946655273438, 89.94412231445312]}","{""max"": [1892.4420166015625, -948.8590698242188, 89.68601989746094], ""min"": [1891.865478515625, -952.3302612304688, 90.35338592529297]}",True
Optical_B-F00680-D003,Optical_B,680,6.8,TRUTH-025,MSM_DualOptical_Target_025,1.2336207326769295,"{""orientation_xyzw"": [-0.0, 0.0, 0.9688583016395569, 0.24761557579040527], ""position"": [1541.26025390625, -970.2890625, 114.139892578125]}","{""max"": [1541.5487060546875, -968.5534057617188, 113.88179779052734], ""min"": [1540.9718017578125, -972.024658203125, 114.54915618896484]}",True
Optical_B-F00683-D000,Optical_B,683,6.83,TRUTH-007,MSM_DualOptical_Target_007,0.9967771197774873,"{""orientation_xyzw"": [-0.0, 0.0, 0.9561184048652649, 0.2929805517196655], ""position"": [1889.8187255859375, -1034.5264892578125, 99.29666137695312]}","{""max"": [1889.9425048828125, -1032.7713623046875, 99.03855895996094], ""min"": [1889.69482421875, -1036.2813720703125, 99.70592498779297]}",True
Optical_B-F00683-D001,Optical_B,683,6.83,TRUTH-008,MSM_DualOptical_Target_008,0.9437927107098375,"{""orientation_xyzw"": [-0.0, 0.0, 0.9140516519546509, 0.4055977463722229], ""position"": [1996.3377685546875, -991.8444213867188, 94.85935974121094]}","{""max"": [1996.4615478515625, -990.0895385742188, 94.60126495361328], ""min"": [1996.2139892578125, -993.5994873046875, 95.26863098144531]}",True
Optical_B-F00683-D002,Optical_B,683,6.83,TRUTH-013,MSM_DualOptical_Target_013,1.070571430908858,"{""orientation_xyzw"": [-0.0, 0.0, 0.9561184048652649, 0.2929805517196655], ""position"": [1759.019287109375, -1007.259521484375, 97.6869888305664]}","{""max"": [1759.14306640625, -1005.5043334960938, 97.42889404296875], ""min"": [1758.8956298828125, -1009.0145263671875, 98.09626007080078]}",True
Optical_B-F00683-D003,Optical_B,683,6.83,TRUTH-020,MSM_DualOptical_Target_020,1.2269846312387802,"{""orientation_xyzw"": [-0.0, 0.0, 0.9140516519546509, 0.4055977463722229], ""position"": [1549.4844970703125, -1013.0455322265625, 107.05501556396484]}","{""max"": [1549.6082763671875, -1011.29052734375, 106.79692077636719], ""min"": [1549.3607177734375, -1014.8006591796875, 107.46428680419922]}",True
Optical_B-F00684-D000,Optical_B,684,6.84,TRUTH-002,MSM_DualOptical_Target_002,17.789797475205546,"{""orientation_xyzw"": [-0.0, 0.0, 0.9075677990913391, 0.41990548372268677], ""position"": [2073.11328125, -1054.2005615234375, 98.36015319824219]}","{""max"": [2073.181884765625, -1052.4425048828125, 98.10205841064453], ""min"": [2073.04443359375, -1055.9586181640625, 98.76942443847656]}",True
Optical_B-F00684-D001,Optical_B,684,6.84,TRUTH-007,MSM_DualOptical_Target_007,0.9970208140115542,"{""orientation_xyzw"": [-0.0, 0.0, 0.9513985514640808, 0.3079623579978943], ""position"": [1889.5654296875, -975.441162109375, 99.29666137695312]}","{""max"": [1889.6341552734375, -973.68310546875, 99.03855895996094], ""min"": [1889.496826171875, -977.19921875, 99.70592498779297]}",True
Optical_B-F00684-D002,Optical_B,684,6.84,TRUTH-010,MSM_DualOptical_Target_010,1.0210731557190882,"{""orientation_xyzw"": [-0.0, 0.0, 0.9075677990913391, 0.41990548372268677], ""position"": [1844.48486328125, -1005.9593505859375, 86.68112182617188]}","{""max"": [1844.5533447265625, -1004.2013549804688, 86.42302703857422], ""min"": [1844.416259765625, -1007.7174682617188, 87.09038543701172]}",True
Optical_B-F00684-D003,Optical_B,684,6.84,TRUTH-012,MSM_DualOptical_Target_012,1.0585208021697872,"{""orientation_xyzw"": [-0.0, 0.0, 0.9075677990913391, 0.41990548372268677], ""position"": [1779.2674560546875, -1015.0432739257812, 95.18427276611328]}","{""max"": [1779.3360595703125, -1013.28515625, 94.92617797851562], ""min"": [1779.1988525390625, -1016.8013305664062, 95.59354400634766]}",True
