frame_id,timestamp,resource_id,camera_id,local_track_id,global_track_id,truth_global_track_id,mahalanobis_d2,pixel_error_px,gate_passed,selected,stable_cross_view_support,decision_state,reject_reasons,id_match
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Primary_5:0,0.0,INT-05,D5_Primary_5:0,D5_Primary_5:0/yolov8_bytetrack:track:2,G-104,G-104,0.003054279412494571,3.9424191150288657,True,True,False,candidate,stability_window_failed,True
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Primary_5:0,0.0,INT-05,D5_Primary_5:0,D5_Primary_5:0/yolov8_bytetrack:track:1,G-105,G-105,0.014079802472329669,8.452992635096596,True,True,False,candidate,stability_window_failed,True
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Primary_5:0,0.0,INT-05,D5_Primary_5:0,D5_Primary_5:0/yolov8_bytetrack:track:2,G-105,G-104,37.59156882668036,436.7746735666145,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0001,G-101,G-101,3.64809558389056e-05,0.8385095259071395,True,True,False,candidate,stability_window_failed,True
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0002,G-101,G-102,8.260114828936231,398.9954669519339,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0003,G-101,G-103,33.1337169597265,799.1163165055132,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0004,G-101,G-104,74.62087210989614,1199.2371660963245,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0005,G-101,G-105,132.6739536806975,1599.0710283917417,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0001,G-102,G-101,8.101983020819935,395.04306731687075,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0002,G-102,G-102,0.003554647095446295,8.27403330218601,True,True,False,candidate,stability_window_failed,True
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0003,G-102,G-103,8.516557952627823,405.02411862268104,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0004,G-102,G-104,33.65276472139141,805.1173841678801,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0005,G-102,G-105,75.37626571770669,1204.9419814829837,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0001,G-103,G-101,34.07284404536833,810.0302071348812,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0002,G-103,G-102,8.7375497183205,410.1964069176535,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0003,G-103,G-103,0.0052819855851633,10.085458061166095,True,True,False,candidate,stability_window_failed,True
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0004,G-103,G-104,7.90018346284488,390.0458040598695,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0005,G-103,G-105,32.39870700194799,789.8795335779193,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0001,G-104,G-101,75.20860150917218,1203.5595232761002,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0002,G-104,G-102,33.539207860356946,803.730073459398,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0003,G-104,G-103,8.458303301534869,403.6225732377767,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0004,G-104,G-104,0.0017510105355434888,5.806966107676435,True,True,False,candidate,stability_window_failed,True
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0005,G-104,G-105,8.157734974936176,396.38625900803135,True,False,False,candidate,,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0001,G-105,G-101,131.7942665079899,1593.7416665883925,False,False,False,rejected,geometry_gate_rejected,
d5_cv_5v5_multicamera_formal_20260716_yolo_bytetrack:0000:D5_Recon_1:0,0.0,RECON-01,D5_Recon_1:0,D5_Recon_1:0:det:0002,G-105,G-102,73.960910535972,1193.9078090598582,False,False,False,rejected,geometry_gate_rejected,
